pastry,salty snack,whole milk
sausage,semi-finished bread,whole milk,yogurt
beverages,napkins,whole milk
hygiene articles,whipped/sour cream,yogurt
semi-finished bread,spices
bottled water,rolls/buns
beef,hard cheese,soft cheese,yogurt
cat food,pip fruit
sausage,shopping bags
frozen fish,whole milk
bottled beer,canned beer,herbs,whole milk
meat,other vegetables
misc. beverages,whipped/sour cream
frankfurter,hygiene articles,packaged fruit/vegetables,root vegetables,specialty bar
hygiene articles,root vegetables
packaged fruit/vegetables,tea
coffee,liquor (appetizer),sausage
butter milk,shopping bags
butter milk,margarine
long life bakery product,rolls/buns
baking powder,citrus fruit
dessert,frankfurter
frozen vegetables,whole milk
soda,spread cheese
root vegetables,sliced cheese
frozen vegetables,rolls/buns
whole milk
cat food,soda
bottled beer,fruit/vegetable juice
chocolate,hygiene articles,soups
pasta,shopping bags,specialty bar
canned fish,frankfurter,rolls/buns,soda
pasta,sausage
pork,whole milk
baking powder,chicken
butter,curd
detergent,whole milk
bottled water,fruit/vegetable juice,hard cheese,napkins
UHT-milk,butter milk,canned beer,sausage,yogurt
frozen vegetables,other vegetables
dishes,pork,whipped/sour cream
chicken,finished products,fruit/vegetable juice,meat
bottled beer,whole milk
sausage,white wine
whole milk,yogurt
cleaner,root vegetables
chocolate,curd,tropical fruit
curd,whole milk
beef,cat food,citrus fruit,shopping bags
canned beer,frankfurter,other vegetables,potato products
fruit/vegetable juice,long life bakery product
cat food,oil,pet care
baking powder,dessert,hamburger meat
domestic eggs,frozen vegetables,fruit/vegetable juice,yogurt
bottled water,hair spray,processed cheese
flower (seeds),honey,whole milk
chicken,frozen fish,sugar
brown bread,pot plants
rolls/buns,yogurt
bottled beer,pip fruit
canned beer,sausage
bottled water,margarine
citrus fruit,domestic eggs
butter milk,yogurt
chocolate,liquor
UHT-milk,chicken,frozen potato products,hard cheese,root vegetables,semi-finished bread,yogurt
liquor (appetizer),other vegetables
other vegetables,whole milk
frozen meals,kitchen towels,specialty bar,whole milk
beef,canned beer,fruit/vegetable juice
candy,domestic eggs
ice cream,rolls/buns,sausage
other vegetables,whole milk
ham,soda
bottled water,curd
ice cream,shopping bags
bottled beer,fruit/vegetable juice
detergent,rolls/buns,yogurt
salty snack,shopping bags,whole milk
chicken,domestic eggs
bottled beer,sparkling wine,whipped/sour cream
chocolate,napkins,other vegetables,specialty bar,yogurt
bottled beer,sausage
bottled water,shopping bags
root vegetables,waffles
rolls/buns,whole milk
citrus fruit,whipped/sour cream
pasta,whole milk
root vegetables,soda
frankfurter,other vegetables
cat food,pastry
bottled beer,candy
hamburger meat,hard cheese,soda
pasta,waffles
shopping bags,specialty chocolate
brown bread,oil
coffee,root vegetables,salty snack,sausage
hygiene articles,ice cream
bottled beer,frankfurter
rolls/buns
tropical fruit,yogurt
other vegetables,pastry
frankfurter,ketchup,pork
butter,oil
berries,other vegetables
beef,other vegetables
baking powder,yogurt
margarine,salty snack,whole milk
cat food,ham,seasonal products
shopping bags,waffles,whole milk
margarine,whole milk
ketchup,sausage
chocolate,domestic eggs,tropical fruit
newspapers,yogurt
long life bakery product,napkins,newspapers
dish cleaner,frozen meals,margarine,yogurt
bottled beer,oil
brown bread,domestic eggs,other vegetables
beef,bottled water,citrus fruit,dishes,ham
brown bread,whipped/sour cream
soda,tropical fruit
UHT-milk,cream cheese ,waffles
dessert,root vegetables
bottled beer,sausage,sliced cheese
bottled water,ham
domestic eggs,other vegetables
cat food,sugar
rolls/buns,yogurt
shopping bags,yogurt
sausage,whole milk,yogurt
domestic eggs,other vegetables
soda,spices
citrus fruit,napkins,rolls/buns,soda
UHT-milk,frozen meals,frozen vegetables
bottled water,domestic eggs,whole milk
frozen vegetables,tropical fruit
cream cheese ,whole milk
curd,sausage
chicken
preservation products,soups
bottled water,margarine,other vegetables
frankfurter,soda
fruit/vegetable juice,pastry,sliced cheese
condensed milk,long life bakery product
meat,root vegetables
pickled vegetables,sausage
liquor (appetizer),rolls/buns,yogurt
citrus fruit,napkins,whole milk
red/blush wine,specialty fat
cream cheese ,shopping bags
citrus fruit,other vegetables
other vegetables,pastry
bottled water,pastry,pork
bottled water,dessert,margarine,other vegetables,shopping bags
dental care,hygiene articles,liquor,napkins,pastry,rolls/buns,sliced cheese,tropical fruit
napkins,whole milk
other vegetables,pork
shopping bags,soda
flour,pip fruit
root vegetables,tropical fruit
canned beer,frankfurter,pastry,yogurt
rolls/buns,whole milk
other vegetables,soda,yogurt
bottled water,yogurt
dessert,sausage
hamburger meat,sausage
root vegetables,tropical fruit
frankfurter,margarine
pip fruit,rolls/buns,whipped/sour cream
pastry,yogurt
berries,ham
beef,beverages,whole milk,yogurt
frankfurter,fruit/vegetable juice,root vegetables,skin care
hamburger meat,newspapers,sausage
popcorn,yogurt
hamburger meat,popcorn
curd,yogurt
tropical fruit,whole milk
pork,whole milk
cat food,tropical fruit
brown bread,root vegetables
other vegetables,semi-finished bread,shopping bags
dessert,salty snack
brown bread,hair spray
citrus fruit,white wine
frozen vegetables,semi-finished bread,whole milk
canned fish,white bread
coffee,sugar
bottled water,butter,red/blush wine,root vegetables,whipped/sour cream
long life bakery product,whole milk
cling film/bags,onions,whole milk
pickled vegetables,soda
condensed milk,pastry
bottled beer,other vegetables
bottled beer,long life bakery product
coffee,domestic eggs,pastry
bottled water,liver loaf
beef,coffee,rolls/buns
cereals,pork
brown bread,domestic eggs,specialty chocolate
oil,potato products
instant coffee,mayonnaise
frozen fish,rolls/buns,soda
onions,rum
tropical fruit,yogurt
curd,dessert
frankfurter,syrup
baby cosmetics,rolls/buns
UHT-milk,pip fruit,soda
citrus fruit,coffee,soda
other vegetables,yogurt
baking powder,domestic eggs
frozen fish,mustard
other vegetables,sliced cheese
hygiene articles,vinegar
beef,curd
pip fruit,soda
brown bread,canned fish,meat
butter,detergent,newspapers,sausage,tropical fruit
liquor (appetizer),rolls/buns
herbs,soft cheese
chocolate,domestic eggs
beef,hamburger meat
finished products,other vegetables
other vegetables,sausage
beef,brown bread,citrus fruit,napkins,semi-finished bread
salty snack,white bread
cream cheese ,onions
fruit/vegetable juice,yogurt
white bread
coffee,sugar
canned beer,dishes,onions
chewing gum,dish cleaner,dog food,flour,flower (seeds),whole milk
domestic eggs,long life bakery product,whole milk
snack products,soda
beef,frozen vegetables
frankfurter,pork
citrus fruit,margarine,sliced cheese
long life bakery product,waffles
prosecco,tropical fruit
pip fruit,root vegetables
tropical fruit,yogurt
pasta,sausage
chewing gum,rolls/buns
chocolate,oil
coffee,other vegetables,pork,tidbits,whole milk
canned beer,shopping bags,whole milk
domestic eggs,meat
berries,cat food,condensed milk,frozen vegetables,tea
citrus fruit,salt
bottled beer,tropical fruit,waffles
citrus fruit,dessert,newspapers
curd,other vegetables
berries,frozen meals
soda,whole milk
grapes,ketchup
shopping bags,whole milk,yogurt
bottled beer,tropical fruit
chocolate,onions
bottled beer,candy,citrus fruit,frankfurter,rolls/buns,whipped/sour cream,whole milk,yogurt
chewing gum,pot plants
bottled water,frankfurter,ham,shopping bags,specialty cheese
candy,domestic eggs
coffee,nuts/prunes
pastry,rolls/buns
bottled beer,fruit/vegetable juice,other vegetables,white bread
berries,rolls/buns
frankfurter,waffles,yogurt
other vegetables,whipped/sour cream
bottled beer,dishes,misc. beverages,onions
bottled beer,frozen vegetables,sausage,whole milk
berries,bottled beer,frozen dessert,rice,rolls/buns,white bread
chicken,long life bakery product,margarine
candy,rolls/buns
finished products,frozen vegetables
frankfurter,other vegetables,specialty bar
specialty chocolate,whipped/sour cream
candy,soda
butter,tropical fruit
other vegetables,pastry
misc. beverages,oil
flour,whole milk
bottled beer,frozen fish
butter,cat food,roll products 
newspapers,white bread
cat food,hamburger meat,margarine
onions,pastry,soda
other vegetables,whole milk
brown bread,frankfurter
other vegetables,whipped/sour cream
pork,specialty chocolate
newspapers,rolls/buns
dessert,whole milk
seasonal products,white bread
misc. beverages,shopping bags
whole milk,yogurt
beef,cream cheese 
beverages,whole milk
citrus fruit,napkins
frozen vegetables,newspapers
bottled beer,packaged fruit/vegetables
canned beer,specialty bar
domestic eggs,misc. beverages
mustard,sliced cheese,tropical fruit
chewing gum,citrus fruit
canned beer,salty snack
citrus fruit,whole milk
domestic eggs,other vegetables,pip fruit
other vegetables,whole milk
napkins,newspapers
butter,meat
grapes,onions
shopping bags,sparkling wine
margarine,sausage
curd,shopping bags
cat food,sliced cheese
bottled water,citrus fruit,dessert
hygiene articles,liquor,sliced cheese
bottled water,fruit/vegetable juice,pastry
frankfurter,honey,newspapers,pastry,sausage
brown bread,pip fruit,soda,sugar
UHT-milk,pastry
curd,dessert,rolls/buns,soda
pet care,whole milk
cream cheese ,frankfurter,long life bakery product
hygiene articles,long life bakery product,onions,sugar,yogurt
soda,whole milk
rolls/buns,tropical fruit
fruit/vegetable juice,margarine
other vegetables,yogurt
butter,citrus fruit,hard cheese,soda
pip fruit,rolls/buns
frozen vegetables,rolls/buns
hygiene articles,skin care
shopping bags,yogurt
curd,margarine
bottled beer,hard cheese,other vegetables,whole milk,yogurt
processed cheese,root vegetables
beverages,dishes,pork
jam,sausage,zwieback
butter,dessert
hamburger meat,root vegetables
citrus fruit,newspapers
fruit/vegetable juice,pip fruit
coffee,whole milk
bottled beer,frozen meals
root vegetables,white bread
oil,packaged fruit/vegetables,photo/film,whole milk
hard cheese,soap
other vegetables,rolls/buns
canned beer,onions
meat,other vegetables
rolls/buns,sausage
bottled water,sugar
specialty bar,yogurt
brown bread,yogurt
other vegetables,yogurt
beef,newspapers
bottled beer,rolls/buns,whole milk
bottled beer,nut snack
pip fruit,soda
finished products,whole milk
hamburger meat,liver loaf,other vegetables,rolls/buns,sausage,whipped/sour cream,white bread,whole milk
other vegetables,pot plants,whole milk
other vegetables,pot plants
UHT-milk,dessert,margarine
beverages,bottled water
cake bar,frozen meals
UHT-milk,whole milk
oil,other vegetables
UHT-milk,whole milk
cream cheese ,rolls/buns
ice cream,soda
root vegetables,sliced cheese,white bread
rolls/buns,sausage
candy,cream cheese 
semi-finished bread,whole milk
berries,other vegetables,pot plants,shopping bags,tropical fruit
sausage,soda
butter,frozen vegetables
beef,soda
root vegetables,whole milk
pip fruit,yogurt
fruit/vegetable juice,pip fruit
beef,ice cream
butter,root vegetables
other vegetables,whipped/sour cream
sausage,whole milk
beef,citrus fruit
flour,sugar
canned beer,whole milk
canned beer,white bread
domestic eggs,flour,frankfurter,whole milk
bottled beer,chicken,frozen meals,whipped/sour cream,whole milk
rolls/buns,specialty bar
margarine,sausage
pip fruit,rum
fruit/vegetable juice,tropical fruit
fruit/vegetable juice,soda
rolls/buns,white wine
canned beer,other vegetables,whole milk
citrus fruit,yogurt
sausage,seasonal products
canned beer,dog food
butter,red/blush wine
bottled beer,ham
frankfurter,other vegetables
onions,other vegetables
margarine,pickled vegetables,rolls/buns,shopping bags
fruit/vegetable juice,ice cream
napkins,pastry,whole milk
frankfurter,hamburger meat
canned beer,cream cheese ,red/blush wine,shopping bags,whole milk
frozen vegetables,snack products,tropical fruit,whole milk
citrus fruit,root vegetables
fruit/vegetable juice,whole milk
napkins,soft cheese
butter,pickled vegetables
other vegetables,sugar
napkins,other vegetables,white wine
chocolate,rolls/buns,soda
bottled beer,cream cheese ,pastry
oil,root vegetables,yogurt
sausage,yogurt
coffee,domestic eggs,flower (seeds),frozen meals,liver loaf,yogurt
bottled beer,other vegetables
butter,oil,soda
sausage,whole milk
canned vegetables,frozen meals
citrus fruit,ice cream,soups,yogurt
canned beer,rolls/buns,softener
bottled water,frozen vegetables
pastry,tropical fruit
butter,whole milk
other vegetables,salt
turkey,whipped/sour cream
canned vegetables,flour,white wine
cream cheese ,soda
cookware,yogurt
bottled beer,whole milk
napkins,specialty cheese
curd cheese,herbs,white bread
bottled water,white bread
beverages,sausage
canned fish,herbs,pastry,whipped/sour cream,yogurt
frankfurter,prosecco
berries,margarine,whole milk
pastry,whole milk
frozen meals,whole milk
coffee,ham
pip fruit,whole milk
frozen meals,sauces
dish cleaner,sugar
dessert,rolls/buns
oil,soda,waffles
canned fruit,whole milk
candy,hamburger meat,napkins
root vegetables,whipped/sour cream
bottled beer,popcorn,sugar
napkins,whole milk
cream cheese ,mustard
chicken,whole milk
dessert,long life bakery product,napkins
root vegetables,waffles,whipped/sour cream
beef,flower (seeds),jam
root vegetables,whole milk
bottled water,sparkling wine
whole milk,yogurt
cream cheese ,frozen meals
frozen dessert,napkins,tropical fruit
chicken,yogurt
beef,detergent,shopping bags,waffles
other vegetables,soda
bottled beer,butter milk,yogurt
butter milk,photo/film,sugar
canned fruit,ham
misc. beverages,shopping bags
salty snack,whole milk
canned beer,margarine,tropical fruit
meat,rolls/buns,soda
soda
canned fish,rolls/buns
frozen meals,ham,roll products ,specialty chocolate
citrus fruit,pastry
chocolate,frankfurter
beverages,other vegetables
fruit/vegetable juice,mustard,napkins,rolls/buns,whole milk
berries,red/blush wine
bottled water,pot plants,yogurt
butter,sausage
butter milk,meat
rice,zwieback
frozen meals,jam
other vegetables,packaged fruit/vegetables
napkins,packaged fruit/vegetables,rolls/buns,root vegetables,soft cheese
chewing gum,pastry
fruit/vegetable juice,hygiene articles,rolls/buns
canned beer,other vegetables,pip fruit,root vegetables
pastry,rolls/buns
margarine,soda,softener,whole milk
cream cheese ,fruit/vegetable juice
pastry,whole milk
hamburger meat,white bread
chicken,yogurt
bottled water,pastry,soda
whole milk,yogurt
citrus fruit,ham
frozen dessert,tropical fruit
rolls/buns,whole milk
semi-finished bread,tropical fruit
coffee,domestic eggs,mayonnaise
herbs,tropical fruit
brown bread,shopping bags,soda
newspapers,root vegetables
misc. beverages,white bread
house keeping products,whole milk
chicken,napkins,soda
onions,rolls/buns
ready soups,shopping bags
condensed milk,pastry,pork,whole milk
fruit/vegetable juice,herbs
chicken,soda
brown bread,yogurt
bottled water,newspapers,other vegetables,pet care,whole milk,yogurt
bottled water,rolls/buns,whole milk
bottled water,butter milk,curd,frankfurter
chocolate,white bread
shopping bags,whole milk
butter,citrus fruit
napkins,root vegetables
hygiene articles,white bread
liquor (appetizer),other vegetables
other vegetables,whole milk
bottled beer,rolls/buns
berries,other vegetables
chewing gum,prosecco
bottled beer,candles,hard cheese,jam,shopping bags,whole milk
chocolate,long life bakery product
female sanitary products,ham
frankfurter,mustard,tropical fruit
butter milk,oil
newspapers,root vegetables
cream cheese ,pastry
bottled beer,hygiene articles
candy,other vegetables
canned beer,pip fruit,pork,white bread
UHT-milk,whipped/sour cream
bottled water,yogurt
soda,whole milk
rolls/buns,yogurt
citrus fruit,specialty cheese
brown bread,napkins,salty snack
hygiene articles,pastry
waffles,whole milk
butter,newspapers
frozen vegetables,white bread
hygiene articles,shopping bags
beverages,sparkling wine
chewing gum,ham
butter milk,rolls/buns,sliced cheese
butter,frankfurter,soda,whole milk
other vegetables,salty snack,whipped/sour cream
flour,specialty chocolate
specialty cheese,yogurt
newspapers,red/blush wine
grapes,whole milk
rolls/buns,sausage
pastry,pork
condensed milk,pork
newspapers,rolls/buns,yogurt
other vegetables,pork,rolls/buns
pip fruit,salty snack,yogurt
bottled beer,tropical fruit,white wine
berries,bottled water
curd,frozen meals
coffee,detergent,pasta,rolls/buns
cream cheese ,misc. beverages
hygiene articles,tea
dishes,domestic eggs,frozen vegetables,soda
canned vegetables,cat food
bottled water,hamburger meat
other vegetables,tropical fruit
beef,chicken
tropical fruit,whole milk
pastry,root vegetables
newspapers,semi-finished bread,yogurt
beef,curd
bottled beer,canned beer,fruit/vegetable juice
citrus fruit,other vegetables
flour,hamburger meat,pastry
long life bakery product,margarine,whole milk
chicken,frozen meals,herbs
canned fish,citrus fruit,rolls/buns
cream cheese ,long life bakery product,newspapers
butter milk,frozen vegetables,pip fruit
frozen dessert,whole milk
other vegetables,whole milk
cream cheese ,female sanitary products
butter,whole milk
other vegetables,pip fruit
rum,shopping bags,whisky
dish cleaner,frozen potato products,frozen vegetables,rolls/buns
cream cheese ,rolls/buns
beef,citrus fruit,frozen dessert,root vegetables
bottled water,rolls/buns
brown bread,frozen fish
chocolate,pip fruit,white wine
sausage,whole milk
ham,rolls/buns
bottled water,dessert,tropical fruit,white bread
bottled beer,hard cheese,liquor (appetizer),whole milk
sliced cheese,specialty cheese
frozen potato products,rolls/buns
frozen meals
other vegetables,whole milk
citrus fruit,flour
coffee,margarine,pork
female sanitary products,newspapers,soda
beef,butter
dish cleaner,sausage
frozen vegetables,specialty chocolate
dishes,yogurt
brown bread,frozen dessert
tropical fruit,yogurt
chewing gum,other vegetables,specialty bar
bottled water,frankfurter
coffee,whole milk
other vegetables,packaged fruit/vegetables
domestic eggs,misc. beverages,sliced cheese
beef,specialty chocolate
pip fruit,tidbits
root vegetables,salty snack,whipped/sour cream
dessert,mustard,white bread
frozen fruits,tropical fruit
packaged fruit/vegetables,pip fruit,root vegetables,sliced cheese
pip fruit,shopping bags,white wine
fruit/vegetable juice,rolls/buns,sugar
beef,bottled water
herbs,rolls/buns,soft cheese,yogurt
butter,onions,rolls/buns,whole milk
pork,yogurt
tropical fruit
misc. beverages,rolls/buns,soda
pork,sugar
canned vegetables,curd,frankfurter,whole milk
canned beer,curd cheese
UHT-milk,whole milk
other vegetables,soda
flower (seeds),pip fruit
long life bakery product,sausage
beef,onions
bottled water,turkey
curd,herbs
chicken,frozen meals,pastry,pip fruit,rolls/buns
citrus fruit,female sanitary products
domestic eggs,other vegetables,pork,root vegetables,sausage,shopping bags,soda,vinegar,whole milk
citrus fruit,ice cream,soda
chicken,newspapers,pork
fish,hard cheese,pickled vegetables
sausage,white bread
brandy,pip fruit
whole milk,yogurt
citrus fruit,grapes
detergent,margarine,soda,tropical fruit
bottled water,chicken,ice cream
kitchen towels,shopping bags,zwieback
beverages,sausage
root vegetables,soda
misc. beverages,other vegetables
other vegetables,tropical fruit
citrus fruit,dishes,fruit/vegetable juice,whole milk
hamburger meat,rolls/buns
citrus fruit,onions
seasonal products,yogurt
liver loaf,specialty chocolate
pip fruit,prosecco,tropical fruit
ham,onions
bottled water,whole milk
frozen dessert,pork
canned beer,citrus fruit
brown bread,rolls/buns,whipped/sour cream
cake bar,rolls/buns
frozen vegetables,other vegetables,rolls/buns
rolls/buns,salty snack,whole milk
dog food,pet care
beverages,fruit/vegetable juice
soda,specialty bar
butter,soda
bottled water,pip fruit,popcorn,rolls/buns
newspapers,other vegetables
fruit/vegetable juice,liquor
citrus fruit,dessert
newspapers,other vegetables
berries,yogurt
cake bar,domestic eggs,frozen meals,pip fruit,shopping bags,soda,whipped/sour cream
canned beer,seasonal products
bottled water,root vegetables,turkey
pip fruit,whole milk
curd,white wine
canned beer,white bread
coffee,oil,whole milk
bottled water,soda
waffles,whole milk
beverages,pickled vegetables
other vegetables,whole milk
candles,whole milk
pork,root vegetables
brown bread,canned beer
curd,sausage
UHT-milk,domestic eggs
misc. beverages,other vegetables,specialty bar
chicken,house keeping products
coffee,pastry
finished products,root vegetables
beef,pastry,whole milk
cake bar,rolls/buns
citrus fruit,yogurt
frankfurter,soda
bottled water,curd cheese,newspapers,whipped/sour cream
brown bread,rolls/buns
frozen vegetables,pastry,sausage
curd,sugar
oil,other vegetables,sugar
cake bar,chewing gum
dessert,fruit/vegetable juice,napkins
canned beer,ready soups
chicken,citrus fruit
other vegetables,soda,whole milk
UHT-milk,cream cheese ,other vegetables,rolls/buns
canned beer,cream cheese ,waffles
specialty chocolate,spread cheese,sugar
onions,pastry
butter,rolls/buns
dessert,long life bakery product,rolls/buns,tropical fruit
meat,rolls/buns
cream cheese ,yogurt
domestic eggs,root vegetables
coffee,whole milk
chewing gum,newspapers,whole milk
rolls/buns,root vegetables
mustard,tropical fruit
butter,sausage
other vegetables,pip fruit
other vegetables,tropical fruit
beverages,condensed milk,frozen vegetables,misc. beverages,rolls/buns
kitchen towels,root vegetables
dish cleaner,soda
yogurt
citrus fruit,other vegetables,pork,shopping bags
brown bread,other vegetables,yogurt
hygiene articles,liquor (appetizer)
citrus fruit,pip fruit
canned vegetables,chicken,rolls/buns
margarine,onions,sweet spreads
pip fruit,shopping bags
other vegetables
canned beer,photo/film
pip fruit,yogurt
other vegetables,waffles
decalcifier,pastry,whipped/sour cream
margarine,pork,yogurt
bottled beer,whole milk
frozen vegetables,newspapers,whole milk
bottled water,misc. beverages,mustard
canned beer,cream cheese ,newspapers,pork,tropical fruit,waffles,whipped/sour cream
rolls/buns,sauces
cream cheese ,white bread
frozen fish,whole milk
baking powder,soda
soda,yogurt
grapes,root vegetables,soda
bottled water,chocolate,coffee
brandy,canned beer,cat food,dishes,light bulbs,waffles
bottled beer,brown bread
sausage,whipped/sour cream
other vegetables,whole milk
oil,onions
berries,canned beer,cat food,long life bakery product,spread cheese,turkey,whole milk
chocolate,citrus fruit,meat,pastry,rolls/buns
coffee,white bread
root vegetables,sausage
rolls/buns,specialty chocolate
brown bread,chicken
chicken,rolls/buns
newspapers,specialty chocolate
herbs,oil
yogurt
chicken,whole milk
bottled beer,citrus fruit,shopping bags
soda
frankfurter,hamburger meat,white bread,whole milk
frankfurter,yogurt
cream cheese ,rice
butter,hygiene articles,spread cheese
mustard,zwieback
rolls/buns,soda,whipped/sour cream
specialty chocolate,spread cheese
domestic eggs,newspapers
bottled water,margarine
beverages,chicken,curd,frozen meals,whole milk
butter,frozen meals,specialty chocolate
ham,shopping bags,white wine
chocolate,whole milk
bottled water,fruit/vegetable juice,long life bakery product,meat
brown bread,pip fruit
pip fruit,rolls/buns
bottled water,pip fruit
chicken,margarine,other vegetables,rolls/buns
domestic eggs,rolls/buns
hamburger meat,red/blush wine,salty snack
frankfurter,frozen vegetables
curd,sliced cheese,soda
brown bread,pet care
bottled water,whole milk
coffee,whole milk
canned beer,nuts/prunes,other vegetables,shopping bags
herbs,shopping bags,vinegar
butter,onions,root vegetables,whole milk
bottled water,soda
margarine,other vegetables,rolls/buns,whole milk
soda,whole milk
tropical fruit,whole milk
butter,dessert
canned beer,newspapers
tropical fruit,whole milk
chewing gum,pastry
citrus fruit,newspapers,shopping bags
citrus fruit,sweet spreads
sliced cheese,whipped/sour cream,yogurt
margarine,tropical fruit
fruit/vegetable juice,other vegetables
chicken,coffee,salty snack
canned beer,whole milk
berries,hamburger meat,pip fruit,rolls/buns
chicken,curd
dessert,newspapers
tropical fruit,yogurt
bottled beer,other vegetables
root vegetables,whole milk
detergent,pastry
dessert,other vegetables,pip fruit,red/blush wine
napkins,other vegetables,pip fruit
brown bread,canned fish,whole milk
beef,citrus fruit
rolls/buns,rum
processed cheese,root vegetables
bottled water,ice cream,soda
other vegetables,whipped/sour cream
newspapers,pastry
frankfurter,newspapers,rolls/buns,waffles
frankfurter,whole milk
meat,ready soups,whole milk
beef,pet care
napkins,sugar
sausage,whole milk
other vegetables,rolls/buns
sausage,semi-finished bread
other vegetables,processed cheese
long life bakery product,other vegetables
salt,sausage
whole milk
bottled beer,tropical fruit
chicken,waffles
canned beer,citrus fruit,flour
citrus fruit,yogurt
long life bakery product,pork
mustard,newspapers,rolls/buns,white bread
butter,zwieback
coffee,oil,root vegetables,salty snack,soft cheese,whole milk,yogurt
canned fish,organic sausage,pastry,pip fruit
beverages,other vegetables
napkins,yogurt
baking powder,chocolate,frozen vegetables,whipped/sour cream
beef,brown bread,rum
pork,rolls/buns,sausage,tropical fruit
bottled water,rolls/buns
candy,curd,rolls/buns
napkins,soda
butter,soda
butter,soda
long life bakery product,tropical fruit
root vegetables,whole milk
chocolate,pickled vegetables,rolls/buns,whole milk
detergent,sausage
flour,yogurt
citrus fruit,liquor,rolls/buns,tropical fruit,whole milk
domestic eggs,hamburger meat,instant coffee,newspapers,other vegetables,pastry,root vegetables,yogurt
citrus fruit,tropical fruit
condensed milk,hamburger meat
brown bread,soda
liquor (appetizer),whole milk
dessert,pastry
rolls/buns,yogurt
pastry,photo/film
sausage,soda
dessert,root vegetables,soda
soda,specialty bar
canned beer,yogurt
rolls/buns,whipped/sour cream
tropical fruit,white bread
domestic eggs,napkins,whole milk
curd cheese,ham
liver loaf,other vegetables
bottled beer,margarine
packaged fruit/vegetables,rolls/buns
candles,specialty chocolate
fruit/vegetable juice,packaged fruit/vegetables
curd,napkins,sausage
frankfurter,mustard
napkins,photo/film
other vegetables,root vegetables
detergent,salty snack,sausage
frankfurter,whipped/sour cream
root vegetables,specialty bar,whipped/sour cream
cream cheese ,dessert,sliced cheese
brown bread,frozen meals,fruit/vegetable juice,pastry,pip fruit,white bread
canned beer,soda
bottled beer,domestic eggs
tropical fruit,yogurt
margarine,root vegetables
cream cheese ,tropical fruit
Instant food products,pip fruit
bottled water,pip fruit
UHT-milk,whole milk
frankfurter,frozen vegetables,margarine
other vegetables,root vegetables
roll products ,rolls/buns
curd,whipped/sour cream
canned beer,red/blush wine
root vegetables,soda
processed cheese,rolls/buns,whipped/sour cream,yogurt
bottled water,kitchen utensil,pasta,rolls/buns
bottled beer,butter
beverages,canned fish,pip fruit,roll products ,sugar,whole milk
berries,root vegetables
baking powder,ham,onions
frankfurter,soft cheese,specialty cheese
beef,shopping bags
baking powder,newspapers,whole milk
rolls/buns,shopping bags
dog food,root vegetables
onions,pastry,soda
candy,whole milk
newspapers,yogurt
flour,herbs,oil,whipped/sour cream
pip fruit,sausage
butter,pip fruit
canned beer,other vegetables
cake bar,newspapers
cream cheese ,other vegetables
butter milk,pip fruit
berries,canned fish
cream cheese ,fruit/vegetable juice
hygiene articles,pastry
other vegetables,sliced cheese,whole milk
rolls/buns,whole milk
butter milk,other vegetables,sausage
pickled vegetables,root vegetables
cream cheese ,whipped/sour cream
bottled water,pastry
pickled vegetables,root vegetables
canned beer,coffee,curd,flour
beverages,citrus fruit,other vegetables,pip fruit
soda,whole milk
spread cheese,waffles
soda,whole milk
UHT-milk,skin care
other vegetables,pork
ice cream,onions,soda
whole milk,yogurt
pork,salty snack
canned beer,curd,finished products,frankfurter,hamburger meat,packaged fruit/vegetables,sweet spreads,whipped/sour cream,white bread
other vegetables,root vegetables
margarine,rolls/buns,whipped/sour cream
pickled vegetables,salt,whole milk
bottled water,chocolate,other vegetables,pasta,pip fruit,shopping bags,yogurt
bottled water,flour
dog food,newspapers,pet care
bottled beer,brown bread,ham,oil,other vegetables,pork,whole milk
cream cheese ,dish cleaner,margarine
fruit/vegetable juice,soda
newspapers,sausage,sugar
dish cleaner,frozen fish,newspapers,whole milk
shopping bags
UHT-milk,tropical fruit
hygiene articles,whole milk
mustard,pudding powder
cream cheese ,napkins,rolls/buns,shopping bags
bottled beer,seasonal products
citrus fruit,other vegetables
bottled beer,dessert
coffee,domestic eggs,hard cheese
frankfurter,frozen vegetables
pork,semi-finished bread
honey,salty snack
UHT-milk,coffee
butter,ketchup,yogurt
other vegetables,whole milk
canned beer,soda
baking powder,meat,pasta
fruit/vegetable juice,rolls/buns
beef,margarine,whipped/sour cream
canned beer,dessert,specialty chocolate
canned beer,pork
UHT-milk,frankfurter
root vegetables,whole milk
soda,sparkling wine
bottled water,shopping bags
meat,rolls/buns
other vegetables,pastry
butter milk,flower soil/fertilizer
fruit/vegetable juice,margarine
butter milk,long life bakery product
butter,chicken,finished products,herbs,rolls/buns,white bread
dessert,long life bakery product,other vegetables
beverages,pickled vegetables
root vegetables,sausage
bottled beer,canned vegetables
onions,rolls/buns,whole milk
other vegetables,whole milk
pickled vegetables,specialty bar
butter,mayonnaise
rolls/buns,waffles
semi-finished bread,shopping bags
cream cheese ,soda
other vegetables,specialty bar
frankfurter,sausage
red/blush wine,sugar
make up remover,rolls/buns
canned beer,yogurt
brown bread,misc. beverages
sausage,whipped/sour cream
bottled water,canned vegetables
frankfurter,pip fruit
detergent,pip fruit,whole milk
butter,newspapers
cereals,cleaner,other vegetables
newspapers,syrup
salty snack,white bread,yogurt
domestic eggs,other vegetables
cat food,tropical fruit
